work_year;experience_level;employment_type;job_title;salary;salary_currency;employee_residence;work_type;company_location;company_size
2022;Senior Level;Full Time;Data Scientist;146000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;123000;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;Data Engineer;40000;GBP;GB;Fully Remote;GB;Medium
2022;Senior Level;Full Time;Data Analyst;99000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;116000;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Analyst;106260;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Analyst;126500;USD;US;On Site;US;Medium
2022;Executive;Full Time;Data Engineer;242000;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Data Engineer;200000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;50000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Scientist;30000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Engineer;60000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Engineer;40000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Scientist;165220;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;Data Engineer;35000;GBP;GB;Fully Remote;GB;Medium
2022;Senior Level;Full Time;Data Scientist;120160;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;90320;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;181940;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;132320;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;220110;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;160080;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;180000;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Scientist;120000;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Analyst;124190;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Data Analyst;130000;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Data Analyst;110000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;170000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;115500;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;112900;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;90320;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;112900;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;90320;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;165400;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;132320;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;167000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;243900;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;136600;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;109280;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;128875;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;93700;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Head of Data Science;224000;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Head of Data Science;167875;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Analytics Engineer;175000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;156600;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;108800;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;95550;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;113000;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Analyst;135000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Science Manager;161342;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Science Manager;137141;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;167000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;123000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;60000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Engineer;50000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Scientist;150000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;211500;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;192400;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Architect;90700;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Analyst;130000;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Analyst;61300;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Analyst;130000;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Analyst;61300;USD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Engineer;160000;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Scientist;138600;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;136000;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Analyst;58000;USD;US;On Site;US;Small
2022;Executive;Full Time;Analytics Engineer;135000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;170000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;123000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;189650;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;164996;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;ETL Developer;50000;EUR;GR;On Site;GR;Medium
2022;Mid Level;Full Time;ETL Developer;50000;EUR;GR;On Site;GR;Medium
2022;Executive;Full Time;Lead Data Engineer;150000;CAD;CA;Fully Remote;CA;Small
2022;Senior Level;Full Time;Data Analyst;132000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;165400;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;208775;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;147800;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;136994;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;101570;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;128875;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;93700;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Head of Machine Learning;6000000;INR;IN;Hybrid;IN;Large
2022;Senior Level;Full Time;Data Engineer;132320;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;Machine Learning Engineer;28500;GBP;GB;Fully Remote;GB;Large
2022;Senior Level;Full Time;Data Analyst;164000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;155000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Machine Learning Engineer;95000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Machine Learning Engineer;75000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;AI Scientist;120000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;112900;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;90320;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analytics Manager;145000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analytics Manager;105400;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Machine Learning Engineer;80000;EUR;FR;Fully Remote;DE;Medium
2022;Mid Level;Full Time;Data Engineer;90000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Scientist;215300;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Scientist;158200;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Engineer;209100;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Engineer;154600;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Analyst;115934;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;81666;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;175000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Engineer;75000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Analyst;58000;USD;US;On Site;US;Small
2022;Senior Level;Full Time;Data Engineer;183600;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Analyst;40000;GBP;GB;Fully Remote;GB;Medium
2022;Senior Level;Full Time;Data Scientist;180000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;55000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Scientist;35000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Engineer;60000;EUR;GR;Fully Remote;GR;Medium
2022;Mid Level;Full Time;Data Engineer;45000;EUR;GR;Fully Remote;GR;Medium
2022;Mid Level;Full Time;Data Engineer;60000;GBP;GB;Fully Remote;GB;Medium
2022;Mid Level;Full Time;Data Engineer;45000;GBP;GB;Fully Remote;GB;Medium
2022;Senior Level;Full Time;Data Scientist;260000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Science Engineer;60000;USD;AR;Fully Remote;MX;Large
2022;Mid Level;Full Time;Data Engineer;63900;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Machine Learning Scientist;160000;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Machine Learning Scientist;112300;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Science Manager;241000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Science Manager;159000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;180000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;80000;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Engineer;82900;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;100800;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Engineer;45000;EUR;ES;Fully Remote;ES;Medium
2022;Senior Level;Full Time;Data Scientist;140400;USD;US;On Site;US;Large
2022;Mid Level;Full Time;Data Analyst;30000;GBP;GB;Fully Remote;GB;Medium
2022;Mid Level;Full Time;Data Analyst;40000;EUR;ES;Fully Remote;ES;Medium
2022;Mid Level;Full Time;Data Analyst;30000;EUR;ES;Fully Remote;ES;Medium
2022;Mid Level;Full Time;Data Engineer;80000;EUR;ES;Fully Remote;ES;Medium
2022;Mid Level;Full Time;Data Engineer;70000;EUR;ES;Fully Remote;ES;Medium
2022;Mid Level;Full Time;Data Engineer;80000;GBP;GB;Fully Remote;GB;Medium
2022;Mid Level;Full Time;Data Engineer;70000;GBP;GB;Fully Remote;GB;Medium
2022;Mid Level;Full Time;Data Engineer;60000;EUR;ES;Fully Remote;ES;Medium
2022;Mid Level;Full Time;Data Engineer;80000;EUR;GR;Fully Remote;GR;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;189650;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;164996;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Analyst;40000;EUR;GR;Fully Remote;GR;Medium
2022;Mid Level;Full Time;Data Analyst;30000;EUR;GR;Fully Remote;GR;Medium
2022;Mid Level;Full Time;Data Engineer;75000;GBP;GB;Fully Remote;GB;Medium
2022;Mid Level;Full Time;Data Engineer;60000;GBP;GB;Fully Remote;GB;Medium
2022;Senior Level;Full Time;Data Scientist;215300;USD;US;On Site;US;Large
2022;Mid Level;Full Time;Data Engineer;70000;EUR;GR;Fully Remote;GR;Medium
2022;Senior Level;Full Time;Data Engineer;209100;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Engineer;154600;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Data Engineer;180000;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;ML Engineer;20000;EUR;PT;Fully Remote;PT;Large
2022;Senior Level;Full Time;Data Engineer;80000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Machine Learning Developer;100000;CAD;CA;Fully Remote;CA;Medium
2022;Executive;Full Time;Director of Data Science;250000;CAD;CA;Hybrid;CA;Large
2022;Mid Level;Full Time;Machine Learning Engineer;120000;USD;US;Fully Remote;US;Small
2022;Entry Level;Full Time;Computer Vision Engineer;125000;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;NLP Engineer;240000;CNY;US;Hybrid;US;Large
2022;Senior Level;Full Time;Data Engineer;105000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Lead Machine Learning Engineer;80000;EUR;DE;On Site;DE;Medium
2022;Mid Level;Full Time;Business Data Analyst;1400000;INR;IN;Fully Remote;IN;Medium
2022;Mid Level;Full Time;Data Scientist;2400000;INR;IN;Fully Remote;IN;Large
2022;Mid Level;Full Time;Machine Learning Infrastructure Engineer;53000;EUR;PT;Hybrid;PT;Large
2022;Entry Level;Full Time;Financial Data Analyst;100000;USD;US;Hybrid;US;Large
2022;Mid Level;Part Time;Data Engineer;50000;EUR;DE;Hybrid;DE;Large
2022;Entry Level;Full Time;Data Scientist;1400000;INR;IN;Fully Remote;IN;Medium
2022;Senior Level;Full Time;Principal Data Scientist;148000;EUR;DE;Fully Remote;DE;Medium
2022;Entry Level;Full Time;Data Engineer;120000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Research Scientist;144000;USD;US;Hybrid;US;Large
2022;Senior Level;Full Time;Data Scientist;104890;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;100000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;135000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;50000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;220000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;140000;GBP;GB;On Site;GB;Medium
2022;Mid Level;Full Time;Data Scientist;70000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Scientist;185100;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;220000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;200000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;120000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;120000;USD;AE;Fully Remote;AE;Small
2022;Senior Level;Full Time;Machine Learning Engineer;65000;USD;AE;Fully Remote;AE;Small
2022;Executive;Full Time;Data Engineer;324000;USD;US;Fully Remote;US;Medium
2022;Executive;Full Time;Data Engineer;216000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;210000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;120000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;230000;USD;US;Fully Remote;US;Medium
2022;Entry Level;Part Time;Data Scientist;100000;USD;DZ;Hybrid;DZ;Medium
2022;Mid Level;Freelance;Data Scientist;100000;USD;CA;Fully Remote;US;Medium
2022;Entry Level;Contract;Applied Machine Learning Scientist;29000;EUR;TN;Fully Remote;CZ;Medium
2022;Senior Level;Full Time;Head of Data;200000;USD;MY;Fully Remote;US;Medium
2022;Mid Level;Full Time;Principal Data Analyst;75000;USD;CA;Fully Remote;CA;Small
2022;Mid Level;Full Time;Data Scientist;150000;PLN;PL;Fully Remote;PL;Large
2022;Senior Level;Full Time;Machine Learning Developer;100000;CAD;CA;Fully Remote;CA;Medium
2022;Senior Level;Full Time;Data Scientist;100000;USD;BR;Fully Remote;US;Medium
2022;Mid Level;Full Time;Machine Learning Scientist;153000;USD;US;Hybrid;US;Medium
2022;Entry Level;Full Time;Data Engineer;52800;EUR;PK;Fully Remote;DE;Medium
2022;Senior Level;Full Time;Data Scientist;165000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Research Scientist;85000;EUR;FR;Hybrid;FR;Large
2022;Entry Level;Full Time;Data Scientist;66500;CAD;CA;Fully Remote;CA;Large
2022;Senior Level;Full Time;Machine Learning Engineer;57000;EUR;NL;Fully Remote;NL;Large
2022;Mid Level;Full Time;Head of Data;30000;EUR;EE;Fully Remote;EE;Small
2022;Entry Level;Full Time;Data Scientist;40000;USD;JP;Fully Remote;MY;Large
2022;Mid Level;Full Time;Machine Learning Engineer;121000;AUD;AU;Fully Remote;AU;Large
2022;Senior Level;Full Time;Data Engineer;115000;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;Data Scientist;120000;AUD;AU;Hybrid;AU;Medium
2022;Mid Level;Full Time;Applied Machine Learning Scientist;75000;USD;BO;Fully Remote;US;Large
2022;Mid Level;Full Time;Research Scientist;59000;EUR;AT;On Site;AT;Large
2022;Entry Level;Full Time;Research Scientist;120000;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Applied Data Scientist;157000;USD;US;Fully Remote;US;Large
2022;Entry Level;Full Time;Computer Vision Software Engineer;150000;USD;AU;Fully Remote;AU;Small
2022;Mid Level;Full Time;Business Data Analyst;90000;CAD;CA;Hybrid;CA;Large
2022;Entry Level;Full Time;Data Engineer;65000;USD;US;Fully Remote;US;Small
2022;Senior Level;Full Time;Machine Learning Engineer;65000;EUR;IE;Fully Remote;IE;Small
2022;Entry Level;Full Time;Data Analytics Engineer;20000;USD;PK;On Site;PK;Medium
2022;Mid Level;Full Time;Data Scientist;48000;USD;RU;Fully Remote;US;Small
2022;Senior Level;Full Time;Data Science Manager;152500;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Engineer;62000;EUR;FR;Fully Remote;FR;Medium
2022;Mid Level;Full Time;Data Scientist;115000;CHF;CH;On Site;CH;Large
2022;Senior Level;Full Time;Applied Data Scientist;380000;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Scientist;88000;CAD;CA;Fully Remote;CA;Medium
2022;Entry Level;Full Time;Computer Vision Engineer;10000;USD;PT;Fully Remote;LU;Medium
2022;Mid Level;Full Time;Data Analyst;20000;USD;GR;Fully Remote;GR;Small
2022;Senior Level;Full Time;Data Analytics Lead;405000;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Scientist;135000;USD;US;Fully Remote;US;Large
2022;Senior Level;Full Time;Applied Data Scientist;177000;USD;US;Fully Remote;US;Large
2022;Mid Level;Full Time;Data Scientist;78000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;135000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;100000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;90320;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;85000;USD;CA;On Site;CA;Medium
2022;Mid Level;Full Time;Data Analyst;75000;USD;CA;On Site;CA;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;214000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Machine Learning Engineer;192600;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;266400;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;213120;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;112900;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;155000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;141300;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Scientist;102100;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;115934;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;81666;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Engineer;206699;USD;US;On Site;US;Medium
2022;Mid Level;Full Time;Data Engineer;99100;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;130000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;115000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;110500;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;130000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;99050;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;160000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;205300;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Scientist;140400;USD;US;On Site;US;Large
2022;Senior Level;Full Time;Data Scientist;176000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;144000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;200100;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;160000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;145000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;70500;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;205300;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Scientist;140400;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Analytics Engineer;205300;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Analytics Engineer;184700;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Engineer;175100;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;140250;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;116150;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;54000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;170000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;50000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Analyst;80000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;210000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;100000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;69000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;210000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;210000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;150075;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;100000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;25000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;126500;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;106260;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;220110;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;160080;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;105000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;110925;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Analyst;35000;GBP;GB;On Site;GB;Medium
2022;Senior Level;Full Time;Data Scientist;140000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;99000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;60000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;192564;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Architect;144854;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;230000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;150000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analytics Manager;150260;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analytics Manager;109280;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Scientist;210000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;170000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;160000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;Data Scientist;130000;USD;US;Fully Remote;US;Medium
2022;Entry Level;Full Time;Data Analyst;67000;USD;CA;On Site;CA;Medium
2022;Entry Level;Full Time;Data Analyst;52000;USD;CA;On Site;CA;Medium
2022;Senior Level;Full Time;Data Engineer;154000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Engineer;126000;USD;US;Fully Remote;US;Medium
2022;Senior Level;Full Time;Data Analyst;129000;USD;US;On Site;US;Medium
2022;Senior Level;Full Time;Data Analyst;150000;USD;US;Fully Remote;US;Medium
2022;Mid Level;Full Time;AI Scientist;200000;USD;IN;Fully Remote;US;Large
